#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica	CFSAN031365	"CFSAN031365","ICOPHAI16483","SRS1039559"		PDT000105280.4	2018-06-26T23:04:55Z	Tanzania	feces (Bos taurus)	environmental/other				SAMN03576899	GCA_005900845.1		antigen_formula=18:z4,z23:-,serotype=Cerro
Salmonella enterica	CFSAN031389	"CFSAN031389","ICOPHAI16722","SRS1039628"		PDT000105297.4	2018-06-26T23:04:58Z	Tanzania	feces (Bos taurus)	environmental/other				SAMN03576923	GCA_005900985.1	fosA7=COMPLETE	antigen_formula=38:l,v:e,n,x,serotype=Roan
Salmonella enterica	CFSAN031411	"CFSAN031411","ICOPHAI16786","SRS1039627"		PDT000105298.4	2018-06-26T23:05:00Z	Tanzania	broiler carcass swab	environmental/other				SAMN03576945	GCA_005901585.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	CFSAN031401	"CFSAN031401","ICOPHAI16765","SRS1039637"		PDT000105299.4	2018-06-26T23:04:43Z	Tanzania	feces (Bos taurus)	environmental/other				SAMN03576935	GCA_005900665.1		antigen_formula=8:l,v:1,7,serotype=Manchester
Salmonella enterica	CFSAN031402	"CFSAN031402","ICOPHAI16766","SRS1039642"		PDT000105303.4	2018-06-26T23:04:44Z	Tanzania	feces poultry	environmental/other				SAMN03576936	GCA_004185505.1		antigen_formula=9:l,w:e,n,x,serotype=II [1],9,12:l,w:e,n,x
Salmonella enterica	CFSAN031385	"CFSAN031385","ICOPHAI16713","SRS1039664"		PDT000105308.4	2018-06-26T23:04:41Z	Tanzania	feces (Bos taurus)	environmental/other				SAMN03576919	GCA_005899465.1		antigen_formula=3,10:e,h:1,6,serotype=Anatum
Salmonella enterica	CFSAN031416	"CFSAN031416","ICOPHAI16825","SRS1039676"		PDT000105315.4	2018-06-26T23:04:45Z	Tanzania	broiler carcass swab	environmental/other				SAMN03576950	GCA_005900805.1	fosA7=COMPLETE	antigen_formula=43:k:1,5,serotype=Ahuza
Salmonella enterica	CFSAN031269	"CFSAN031269","ICOPHAI16773","SRS4694528"		PDT000495858.1	2019-04-26T22:54:19Z	Tanzania	abattoir environmental effluent	environmental/other				SAMN03576803	GCA_005903405.1		antigen_formula=28:l,v:1,5,serotype=Leoben
Salmonella enterica	CFSAN031273	"CFSAN031273","ICOPHAI16692","SRS4694534"		PDT000495864.1	2019-04-26T22:54:20Z	Tanzania	feces poultry	environmental/other				SAMN03576807	GCA_005903425.1		antigen_formula=28:k:1,5,serotype=Ilala
Salmonella enterica	CFSAN031368	"CFSAN031368","ICOPHAI16486","SRS1039569"		PDT000105286.4	2018-06-26T23:04:39Z	Tanzania	feces (Bos taurus)	environmental/other	PDS000027970.428	16	7	SAMN03576902	GCA_005901205.1	aac(3)-Id=COMPLETE,aadA2=COMPLETE,aadA7=COMPLETE,catA1=COMPLETE,dfrA12=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,mph(A)=PARTIAL_END_OF_CONTIG,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HZ230	"HZ230"	Kentucky	PDT001098609.1	2021-07-27T18:50:31Z	Tanzania: Moshi		environmental/other	PDS000027970.428	7	17	SAMN13906406	GCA_019360775.1	aac(3)-IId=COMPLETE,aac(3)-Id=COMPLETE,aadA7=COMPLETE,dfrA14=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HZ229	"HZ229"	Kentucky	PDT001098611.1	2021-07-27T18:50:43Z	Tanzania: Moshi		environmental/other	PDS000027970.428	7	18	SAMN13906405	GCA_019360815.1	aac(3)-IId=COMPLETE,aac(3)-Id=COMPLETE,aadA7=COMPLETE,dfrA14=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HZ202	"HZ202"	Kentucky	PDT001098624.1	2021-07-27T18:52:13Z	Tanzania: Arusha		environmental/other	PDS000027970.428	2	5	SAMN13906392	GCA_019361075.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HZ201	"HZ201"	Kentucky	PDT001098628.1	2021-07-27T18:52:35Z	Tanzania: Arusha		environmental/other	PDS000027970.428	2	7	SAMN13906391	GCA_019361145.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-295	"HAZEL-295"	Kentucky	PDT001107374.1	2021-08-10T17:17:12Z	Tanzania: Moshi	environmental	environmental/other	PDS000027970.428	0	13	SAMN13906198	GCA_019514815.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=PARTIAL,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-294	"HAZEL-294"	Kentucky	PDT001107375.1	2021-08-10T17:17:25Z	Tanzania: Moshi	environmental	environmental/other	PDS000027970.428	0	13	SAMN13906197	GCA_019514855.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=PARTIAL,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-278	"HAZEL-278"	Kentucky	PDT001107389.1	2021-08-10T17:19:20Z	Tanzania: Moshi		environmental/other	PDS000027970.428	5	6	SAMN13906181	GCA_019515285.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-276	"HAZEL-276"	Kentucky	PDT001107391.1	2021-08-10T17:19:47Z	Tanzania: Moshi		environmental/other	PDS000027970.428	0	5	SAMN13906179	GCA_019515325.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-277	"HAZEL-277"	Kentucky	PDT001107394.1	2021-08-10T17:20:00Z	Tanzania: Moshi		environmental/other	PDS000027970.428	0	5	SAMN13906180	GCA_019515395.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-063	"HAZEL-063"	Kentucky	PDT001107577.1	2021-08-10T17:43:08Z	Tanzania: Arusha	meat	environmental/other	PDS000027970.428	1	2	SAMN13905973	GCA_019519755.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-062	"HAZEL-062"	Kentucky	PDT001107578.1	2021-08-10T17:43:08Z	Tanzania: Arusha	meat	environmental/other	PDS000027970.428	1	1	SAMN13905972	GCA_019519765.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-051	"HAZEL-051"	Kentucky	PDT001107589.1	2021-08-10T17:44:39Z	Tanzania: Moshi	meat	environmental/other	PDS000027970.428	2	16	SAMN13905961	GCA_019520005.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-050	"HAZEL-050"	Kentucky	PDT001107590.1	2021-08-10T17:44:41Z	Tanzania: Moshi	meat	environmental/other	PDS000027970.428	2	18	SAMN13905960	GCA_019520015.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,gyrA_D87Y=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HZ280	"HZ280"	Typhimurium	PDT001098568.1	2021-07-27T18:45:40Z	Tanzania	feces	environmental/other				SAMN13906456	GCA_019359925.1	blaTEM-1=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HZ275	"HZ275"	Durban	PDT001098575.1	2021-07-27T18:46:28Z	Tanzania	feces	environmental/other				SAMN13906451	GCA_019360065.1		antigen_formula=9:a:e,n,z15,serotype=Durban
Salmonella enterica	HZ268	"HZ268"	Eastbourne	PDT001098578.1	2021-07-27T18:46:55Z	Tanzania: Moshi	environmental	environmental/other				SAMN13906444	GCA_019360155.1	aph(3'')-Ib=PARTIAL_END_OF_CONTIG	antigen_formula=9:e,h:1,5,serotype=Eastbourne
Salmonella enterica	HZ256	"HZ256"	Sundsvall	PDT001098588.1	2021-07-27T18:48:03Z	Tanzania	feces	environmental/other				SAMN13906432	GCA_019360345.1		antigen_formula=6,14:z:e,n,x,serotype=Sundsvall
Salmonella enterica	HZ228	"HZ228"	Leoben	PDT001098613.1	2021-07-27T18:51:01Z	Tanzania	feces	environmental/other				SAMN13906404	GCA_019360845.1		antigen_formula=28:l,v:1,5,serotype=Leoben
Salmonella enterica	HZ227	"HZ227"	Cerro	PDT001098614.1	2021-07-27T18:51:02Z	Tanzania	feces	environmental/other				SAMN13906403	GCA_019360855.1		antigen_formula=18:z4,z23:-,serotype=Cerro
Salmonella enterica	HZ200	"HZ200"		PDT001098625.1	2021-07-27T18:52:24Z	Tanzania	feces	environmental/other				SAMN13906390	GCA_019361095.1		antigen_formula=9,46:a:e,n,x,serotype=Baildon
Salmonella enterica	HAZEL-173	"HAZEL-173"	Enteritidis	PDT001107477.1	2021-08-10T17:30:22Z	Tanzania: Moshi	carcass	environmental/other	PDS000121788.49	0	24	SAMN13906078	GCA_019517505.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HAZEL-174	"HAZEL-174"	Enteritidis	PDT001107478.1	2021-08-10T17:30:40Z	Tanzania: Moshi	carcass	environmental/other	PDS000121788.49	0	24	SAMN13906079	GCA_019517545.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HAZEL-083	"HAZEL-083"	Enteritidis	PDT001107563.1	2021-08-10T17:41:21Z	Tanzania: Arusha	meat	environmental/other	PDS000121788.49	0	24	SAMN13905992	GCA_019519485.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HAZEL-082	"HAZEL-082"	Enteritidis	PDT001107564.1	2021-08-10T17:41:34Z	Tanzania: Arusha	meat	environmental/other	PDS000121788.49	1	25	SAMN13905991	GCA_019519505.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HAZEL-002	"HAZEL-002"	Enteritidis	PDT001107637.1	2021-08-10T17:55:10Z	Tanzania: Moshi	feces	environmental/other	PDS000121788.49	0	24	SAMN13905912	GCA_019521545.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HAZEL-001	"HAZEL-001"	Enteritidis	PDT001107638.1	2021-08-10T17:55:20Z	Tanzania: Moshi	feces	environmental/other	PDS000121788.49	1	25	SAMN13905911	GCA_019521585.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HZ212	"HZ212"	Enteritidis	PDT001098622.1	2021-07-27T18:52:03Z	Tanzania: Moshi		environmental/other	PDS000084711.179	1	1	SAMN13906393	GCA_019361035.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HZ213	"HZ213"	Enteritidis	PDT001098623.1	2021-07-27T18:52:03Z	Tanzania: Moshi		environmental/other	PDS000084711.179	1	0	SAMN13906394	GCA_019361045.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HAZEL-065	"HAZEL-065"	Enteritidis	PDT001107575.1	2021-08-10T17:42:51Z	Tanzania: Moshi	meat	environmental/other	PDS000084711.179	4	4	SAMN13905975	GCA_019519725.1	aph(3'')-Ib=PARTIAL_END_OF_CONTIG	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HAZEL-064	"HAZEL-064"	Enteritidis	PDT001107576.1	2021-08-10T17:43:06Z	Tanzania: Moshi	meat	environmental/other	PDS000084711.179	4	4	SAMN13905974	GCA_019519745.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	HZ263	"HZ263"	Agona	PDT001098584.1	2021-07-27T18:47:46Z	Tanzania: Moshi	environmental	environmental/other	PDS000106143.157	20	17	SAMN13906439	GCA_019360275.1	fosA7.2=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	HZ250	"HZ250"	Agona	PDT001098594.1	2021-07-27T18:48:46Z	Tanzania: Arusha	environmental	environmental/other	PDS000106143.157	0	11	SAMN13906426	GCA_019360465.1	fosA7.2=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	HAZEL-297	"HAZEL-297"	Agona	PDT001107372.1	2021-08-10T17:16:50Z	Tanzania: Moshi	environmental	environmental/other	PDS000106143.157	1	13	SAMN13906200	GCA_019514695.1	fosA7.2=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	HAZEL-296	"HAZEL-296"	Agona	PDT001107373.1	2021-08-10T17:17:06Z	Tanzania: Moshi	environmental	environmental/other	PDS000106143.157	1	14	SAMN13906199	GCA_019514775.1	fosA7.2=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	HAZEL-234	"HAZEL-234"	Agona	PDT001107428.1	2021-08-10T17:24:36Z	Tanzania: Arusha	environmental	environmental/other	PDS000106143.157	1	12	SAMN13906139	GCA_019516385.1	fosA7.2=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	HAZEL-233	"HAZEL-233"	Agona	PDT001107431.1	2021-08-10T17:24:52Z	Tanzania: Arusha	environmental	environmental/other	PDS000106143.157	7	18	SAMN13906138	GCA_019516455.1	fosA7.2=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	HAZEL-180	"HAZEL-180"	Agona	PDT001107472.1	2021-08-10T17:29:47Z	Tanzania: Arusha	carcass	environmental/other	PDS000106143.157	0	11	SAMN13906085	GCA_019517415.1	fosA7.2=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	CFSAN031409	"CFSAN031409","ICOPHAI16783","SRS1039534"		PDT000105278.4	2018-06-26T23:04:45Z	Tanzania	feces bovine	environmental/other	PDS000026824.7	3		SAMN03576943	GCA_005900825.1	aac(3)-VIa=COMPLETE,aadA1=COMPLETE,blaTEM-1=COMPLETE,sul1=COMPLETE	antigen_formula=4:i:-,serotype=I 4,[5],12:i:-
Salmonella enterica	HZ264	"HZ264"	Saintpaul	PDT001098582.1	2021-07-27T18:47:24Z	Tanzania: Moshi	environmental	environmental/other	PDS000094401.1	0	22	SAMN13906440	GCA_019360225.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HZ265	"HZ265"	Saintpaul	PDT001098583.1	2021-07-27T18:47:29Z	Tanzania: Moshi	environmental	environmental/other	PDS000094401.1	0	22	SAMN13906441	GCA_019360255.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-239	"HAZEL-239"	Saintpaul	PDT001107427.1	2021-08-10T17:24:19Z	Tanzania: Moshi	environmental	environmental/other	PDS000094401.1	0	22	SAMN13906142	GCA_019516355.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-187	"HAZEL-187"	Saintpaul	PDT001107463.1	2021-08-10T17:28:41Z	Tanzania: Arusha	carcass	environmental/other	PDS000094401.1	0	29	SAMN13906092	GCA_019517245.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-188	"HAZEL-188"	Saintpaul	PDT001107464.1	2021-08-10T17:28:48Z	Tanzania: Arusha	carcass	environmental/other	PDS000094401.1	0	29	SAMN13906093	GCA_019517265.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-142	"HAZEL-142"	Saintpaul	PDT001107505.1	2021-08-10T17:34:34Z	Tanzania: Arusha	meat	environmental/other	PDS000094401.1	1	28	SAMN13906051	GCA_019518295.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-138	"HAZEL-138"	Saintpaul	PDT001107507.1	2021-08-10T17:34:37Z	Tanzania: Moshi	meat	environmental/other	PDS000094401.1	3	19	SAMN13906047	GCA_019518305.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-137	"HAZEL-137"	Saintpaul	PDT001107510.1	2021-08-10T17:35:08Z	Tanzania: Moshi	meat	environmental/other	PDS000094401.1	3	22	SAMN13906046	GCA_019518425.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-106	"HAZEL-106"	Saintpaul	PDT001107542.1	2021-08-10T17:39:00Z	Tanzania: Arusha	meat	environmental/other	PDS000094401.1	37	38	SAMN13906015	GCA_019519055.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-099	"HAZEL-099"	Saintpaul	PDT001107547.1	2021-08-10T17:39:35Z	Tanzania: Arusha	meat	environmental/other	PDS000094401.1	1	33	SAMN13906008	GCA_019519155.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-098	"HAZEL-098"	Saintpaul	PDT001107548.1	2021-08-10T17:39:40Z	Tanzania: Arusha	meat	environmental/other	PDS000094401.1	1	34	SAMN13906007	GCA_019519185.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-031	"HAZEL-031"	Saintpaul	PDT001107608.1	2021-08-10T17:49:27Z	Tanzania: Moshi	meat	environmental/other	PDS000094401.1	23	42	SAMN13905941	GCA_019520615.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	FDA208424-2	"CFSAN015419","FDA00001854","FDA208424-2","SRS673199"	II 42:r:- (Nairobi)	PDT000036209.3	2015-02-10T20:10:27Z	Tanzania	frozen nile perch fish	environmental/other	PDS000001282.14	37	38	SAMN02845238	GCA_010425125.1		antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	HZ251	"HZ251"	Typhimurium	PDT001098591.1	2021-07-27T18:48:31Z	Tanzania: Arusha	environmental	environmental/other	PDS000013788.10	0	17	SAMN13906427	GCA_019360415.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-179	"HAZEL-179"	Typhimurium	PDT001107471.1	2021-08-10T17:29:47Z	Tanzania: Arusha	carcass	environmental/other	PDS000013788.10	1	18	SAMN13906084	GCA_019517405.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-139	"HAZEL-139"	Typhimurium	PDT001107508.1	2021-08-10T17:34:39Z	Tanzania: Arusha	meat	environmental/other	PDS000013788.10	0	17	SAMN13906048	GCA_019518335.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-140	"HAZEL-140"	Typhimurium	PDT001107509.1	2021-08-10T17:34:46Z	Tanzania: Arusha	meat	environmental/other	PDS000013788.10	0	17	SAMN13906049	GCA_019518405.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031383	"CFSAN031383","ICOPHAI16709","SRS1039574"		PDT000105289.4	2018-06-26T23:04:57Z	Tanzania	feces (Bos taurus)	environmental/other	PDS000003827.13	1	32	SAMN03576917	GCA_003872535.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	CFSAN031405	"CFSAN031405","ICOPHAI16769","SRS1039640"		PDT000105301.4	2018-06-26T23:04:44Z	Tanzania	feces bovine	environmental/other	PDS000003827.13	0	31	SAMN03576939	GCA_005900645.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	CFSAN031406	"CFSAN031406","ICOPHAI16770","SRS1691844"		PDT000148770.2	2016-09-14T21:17:52Z	Tanzania	feces swine	environmental/other	PDS000003827.13	0	31	SAMN03576940	GCA_005899945.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	ICOPHAI16770	"CFSAN056142","ICOPHAI16770","SRS1769031"		PDT000154688.2	2016-10-31T20:17:53Z	Tanzania	swine feces	environmental/other	PDS000003827.13	0	31	SAMN05944937	GCA_006929375.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	HZ244	"HZ244"	Colindale	PDT001098597.1	2021-07-27T18:49:09Z	Tanzania: Arusha	Poultry-Environmental	environmental/other	PDS000003827.13	33	4	SAMN13906420	GCA_019360535.1		antigen_formula=7:r:1,2,serotype=Virchow
Salmonella enterica	HZ249	"HZ249"	Braenderup	PDT001098595.1	2021-07-27T18:48:59Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906425	GCA_019360505.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HZ248	"HZ248"	Braenderup	PDT001098596.1	2021-07-27T18:49:02Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906424	GCA_019360495.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-305	"HAZEL-305"	Braenderup	PDT001107362.1	2021-08-10T17:15:28Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906208	GCA_019514485.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-304	"HAZEL-304"	Braenderup	PDT001107363.1	2021-08-10T17:15:36Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906207	GCA_019514505.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-307	"HAZEL-307"	Braenderup	PDT001107364.1	2021-08-10T17:15:48Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906210	GCA_019514525.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-306	"HAZEL-306"	Braenderup	PDT001107365.1	2021-08-10T17:15:49Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906209	GCA_019514535.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-303	"HAZEL-303"	Braenderup	PDT001107366.1	2021-08-10T17:15:53Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906206	GCA_019514565.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-302	"HAZEL-302"	Braenderup	PDT001107367.1	2021-08-10T17:16:07Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	1		SAMN13906205	GCA_019514595.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-300	"HAZEL-300"	Braenderup	PDT001107368.1	2021-08-10T17:16:16Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906203	GCA_019514615.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-299	"HAZEL-299"	Braenderup	PDT001107369.1	2021-08-10T17:16:25Z	Tanzania: Arusha	environmental	environmental/other	PDS000093731.2	0		SAMN13906202	GCA_019514635.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
