#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica	CFSAN031435	"CFSAN031435","ICOPHAI16584","SRS1093201"	Kentucky	PDT000105322.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	3	17	SAMN03576969	GCA_011542235.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031436	"CFSAN031436","ICOPHAI16585","SRS1093200"		PDT000105323.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	13	SAMN03580928	GCA_006890925.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031437	"CFSAN031437","ICOPHAI16586","SRS1093205"		PDT000105324.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	1	14	SAMN03576970	GCA_006891005.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031439	"CFSAN031439","ICOPHAI16588","SRS1093209"		PDT000105326.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000030887.1	0		SAMN03576972	GCA_006177765.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031440	"CFSAN031440","ICOPHAI16589","SRS1093208"		PDT000105327.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000030887.1	0		SAMN03576973	GCA_006891065.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031441	"CFSAN031441","ICOPHAI16590","SRS1093212"		PDT000105328.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	14	SAMN03576974	GCA_006891085.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031442	"CFSAN031442","ICOPHAI16591","SRS1093211"		PDT000105329.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	14	SAMN03576975	GCA_006891165.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031443	"CFSAN031443","ICOPHAI16592","SRS1093214"		PDT000105330.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	13	SAMN03576976	GCA_006891185.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031444	"CFSAN031444","ICOPHAI16593","SRS1093213"		PDT000105331.3	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	13	SAMN03576977	GCA_006891135.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031445	"CFSAN031445","ICOPHAI16594","SRS1093218"		PDT000105332.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	1	14	SAMN03576978	GCA_006890965.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031446	"CFSAN031446","ICOPHAI16595","SRS1093216"		PDT000105333.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	14	SAMN03576979	GCA_006891125.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031447	"CFSAN031447","ICOPHAI16596","SRS1093220"		PDT000105334.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	14	SAMN03576980	GCA_006892685.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031448	"CFSAN031448","ICOPHAI16597","SRS1093219"		PDT000105335.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000030887.1	0		SAMN03576981	GCA_006892665.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031449	"CFSAN031449","ICOPHAI16598","SRS1093222"		PDT000105336.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	1	14	SAMN03576982	GCA_006892715.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031450	"CFSAN031450","ICOPHAI16599","SRS1093221"		PDT000105337.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	14	SAMN03576983	GCA_006893165.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031451	"CFSAN031451","ICOPHAI16600","SRS1093225"		PDT000105338.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	1	14	SAMN03576984	GCA_006892325.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031452	"CFSAN031452","ICOPHAI16601","SRS1093224"		PDT000105339.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	7	20	SAMN03576985	GCA_006890865.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031465	"CFSAN031465","ICOPHAI16614","SRS1138464"		PDT000105340.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000030889.1	1	11	SAMN03576998	GCA_006891245.1		antigen_formula=4:z4,z23:-,serotype=Stanleyville
Salmonella enterica	CFSAN031460	"CFSAN031460","ICOPHAI16609","SRS1138463"		PDT000105341.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	14	SAMN03576993	GCA_006891225.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031455	"CFSAN031455","ICOPHAI16604","SRS1138462"		PDT000105342.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000004926.7	0	1	SAMN03576988	GCA_006891345.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	CFSAN031458	"CFSAN031458","ICOPHAI16607","SRS1138461"		PDT000105343.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000004926.7	0	1	SAMN03576991	GCA_006891305.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	CFSAN031463	"CFSAN031463","ICOPHAI16612","SRS1138467"		PDT000105344.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	13	SAMN03576996	GCA_006891365.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031468	"CFSAN031468","ICOPHAI16618","SRS1138471"		PDT000105345.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	13	SAMN03577001	GCA_006890165.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031466	"CFSAN031466","ICOPHAI16616","SRS1138470"		PDT000105346.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	1	14	SAMN03576999	GCA_006891385.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031456	"CFSAN031456","ICOPHAI16605","SRS1138469"		PDT000105347.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000027970.432	0	13	SAMN03576989	GCA_006891405.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031461	"CFSAN031461","ICOPHAI16610","SRS1138468"	Kentucky	PDT000105348.3	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000030885.3	1	18	SAMN03576994	GCA_007760015.1		antigen_formula=6,14:c:1,5,serotype=- 6,14:c:1,5
Salmonella enterica	CFSAN031454	"CFSAN031454","ICOPHAI16603","SRS1138473"		PDT000105349.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000030886.1	2		SAMN03576987	GCA_006177845.1		antigen_formula=7:r:1,5,serotype=Infantis
Salmonella enterica	CFSAN031464	"CFSAN031464","ICOPHAI16613","SRS1138472"		PDT000105350.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000004926.7	0	1	SAMN03576997	GCA_006177865.1		antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	CFSAN031459	"CFSAN031459","ICOPHAI16608","SRS1138476"		PDT000105351.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000004926.7	3	4	SAMN03576992	GCA_006890045.1		antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	CFSAN031457	"CFSAN031457","ICOPHAI16606","SRS1138475"		PDT000105352.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000004926.7	3	4	SAMN03576990	GCA_006890135.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:d:1,2,serotype=Muenchen
Salmonella enterica	CFSAN031506	"CFSAN031506","ICOPHAI16631","SRS1180020"		PDT000105356.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000030887.1	0		SAMN03577039	GCA_006891285.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031500	"CFSAN031500","ICOPHAI16651","SRS1180043"		PDT000105358.2	2016-02-05T15:24:45Z	Kenya	feces swine	environmental/other	PDS000106143.161	0	22	SAMN03577033	GCA_006890945.1	fosA7=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	CFSAN031495	"CFSAN031495","ICOPHAI16646","SRS1180042"		PDT000105359.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030885.3	1	18	SAMN03577028			antigen_formula=6,14:c:1,5,serotype=- 6,14:c:1,5
Salmonella enterica	CFSAN031498	"CFSAN031498","ICOPHAI16649","SRS1180040"		PDT000105361.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030886.1	2		SAMN03577031	GCA_006890905.1		antigen_formula=7:r:1,5,serotype=Infantis
Salmonella enterica	CFSAN031501	"CFSAN031501","ICOPHAI16652","SRS1180039"		PDT000105362.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030884.1	0		SAMN03577034	GCA_004218725.1		antigen_formula=8:e,h:1,5,serotype=Kottbus
Salmonella enterica	CFSAN031496	"CFSAN031496","ICOPHAI16647","SRS1180038"		PDT000105363.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030886.1	5		SAMN03577029	GCA_006891425.1		antigen_formula=7:r:1,5,serotype=Infantis
Salmonella enterica	CFSAN031499	"CFSAN031499","ICOPHAI16650","SRS1180051"		PDT000105364.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030886.1	2		SAMN03577032	GCA_006890985.1		antigen_formula=7:r:1,5,serotype=Infantis
Salmonella enterica	CFSAN031490	"CFSAN031490","ICOPHAI16641","SRS1196893"		PDT000105366.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030885.3	0	17	SAMN03577023	GCA_006891465.1		antigen_formula=6,14:c:1,5,serotype=- 6,14:c:1,5
Salmonella enterica	CFSAN031475	"CFSAN031475","ICOPHAI16625","SRS1196877"		PDT000105367.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030887.1	0		SAMN03577008	GCA_006891525.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031480	"CFSAN031480","ICOPHAI16630","SRS1196876"		PDT000105368.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030887.1	0		SAMN03577013	GCA_006891505.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031485	"CFSAN031485","ICOPHAI16636","SRS1196899"		PDT000105369.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030885.3	2	19	SAMN03577018	GCA_006892565.1		antigen_formula=6,14:c:1,5,serotype=- 6,14:c:1,5
Salmonella enterica	CFSAN031488	"CFSAN031488","ICOPHAI16639","SRS1196898"		PDT000105370.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000024017.2	3		SAMN03577021	GCA_006892745.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	CFSAN031478	"CFSAN031478","ICOPHAI16628","SRS1196908"		PDT000105371.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000106143.161	2	24	SAMN03577011	GCA_006893085.1	fosA7=COMPLETE	antigen_formula=4:f,g,s:-,serotype=Agona
Salmonella enterica	CFSAN031483	"CFSAN031483","ICOPHAI16634","SRS1196907"		PDT000105372.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030887.1	13		SAMN03577016	GCA_006891015.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031473	"CFSAN031473","ICOPHAI16623","SRS1196906"		PDT000105373.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030884.1	0		SAMN03577006	GCA_006891735.1		antigen_formula=8:e,h:1,5,serotype=Kottbus
Salmonella enterica	CFSAN031476	"CFSAN031476","ICOPHAI16626","SRS1196905"		PDT000105374.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030886.1	3		SAMN03577009	GCA_006893105.1		antigen_formula=7:r:1,5,serotype=Infantis
Salmonella enterica	CFSAN031481	"CFSAN031481","ICOPHAI16632","SRS1196904"		PDT000105375.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030887.1	1		SAMN03577014	GCA_006893065.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031486	"CFSAN031486","ICOPHAI16637","SRS1196913"		PDT000105377.2	2016-02-05T15:24:46Z	Kenya	feces swine	environmental/other	PDS000030889.1	9	15	SAMN03577019	GCA_006891265.1		antigen_formula=4:z4,z23:-,serotype=Stanleyville
Salmonella enterica	CFSAN031489	"CFSAN031489","ICOPHAI16640","SRS1196911"		PDT000105379.2	2016-02-05T15:24:47Z	Kenya	feces swine	environmental/other	PDS000030885.3	1	18	SAMN03577022	GCA_006893485.1		antigen_formula=6,14:c:1,5,serotype=- 6,14:c:1,5
Salmonella enterica	CFSAN031479	"CFSAN031479","ICOPHAI16629","SRS1196910"		PDT000105380.2	2016-02-05T15:24:47Z	Kenya	feces swine	environmental/other	PDS000030887.1	0		SAMN03577012	GCA_006893325.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031484	"CFSAN031484","ICOPHAI16635","SRS1196909"		PDT000105381.2	2016-02-05T15:24:47Z	Kenya	feces swine	environmental/other	PDS000030888.2	11	17	SAMN03577017	GCA_006893405.1		antigen_formula=8:d:e,n,x,serotype=Sterrenbos
Salmonella enterica	CFSAN031477	"CFSAN031477","ICOPHAI16627","SRS1196920"		PDT000105382.2	2016-02-05T15:24:47Z	Kenya	feces swine	environmental/other	PDS000023890.2	9		SAMN03577010	GCA_006892605.1		antigen_formula=7:z10:e,n,z15,serotype=Mbandaka
Salmonella enterica	CFSAN031487	"CFSAN031487","ICOPHAI16638","SRS1196919"		PDT000105383.2	2016-02-05T15:24:47Z	Kenya	feces swine	environmental/other	PDS000030889.1	0	8	SAMN03577020	GCA_006892865.1		antigen_formula=4:z4,z23:-,serotype=Stanleyville
Salmonella enterica	CFSAN031482	"CFSAN031482","ICOPHAI16633","SRS1196918"		PDT000105384.2	2016-02-05T15:24:47Z	Kenya	feces swine	environmental/other	PDS000030887.1	1		SAMN03577015	GCA_006891915.1		antigen_formula=7:d:l,w,serotype=Livingstone
Salmonella enterica	CFSAN031472	"CFSAN031472","ICOPHAI16622","SRS1196917"		PDT000105385.2	2016-02-05T15:24:47Z	Kenya	feces swine	environmental/other	PDS000030889.1	0	8	SAMN03577005	GCA_006892405.1		antigen_formula=4:z4,z23:-,serotype=Stanleyville
Salmonella enterica	CFSAN031493	"CFSAN031493","ICOPHAI16644","SRS1353136"		PDT000119865.2	2016-03-21T22:15:26Z	Kenya	feces swine	environmental/other	PDS000030885.3	0	17	SAMN03577026	GCA_006898305.1		antigen_formula=6,14:c:1,5,serotype=- 6,14:c:1,5
Salmonella enterica	CFSAN031494	"CFSAN031494","ICOPHAI16645","SRS1353134"		PDT000119867.2	2016-03-21T22:15:26Z	Kenya	feces swine	environmental/other	PDS000030885.3	0	17	SAMN03577027	GCA_006897825.1		antigen_formula=6,14:c:1,5,serotype=- 6,14:c:1,5
Salmonella enterica	FDA150707	"CFSAN013723","FDA00000158","FDA150707","SRS1544156"	II 42:b:e,n,x,z15 (Uphill)	PDT000137162.2	2016-07-07T13:15:12Z	Kenya	nile perch fillet	environmental/other				SAMN02843543	GCA_010760555.1		antigen_formula=42:b:e,n,x,z15,serotype=II 42:b:e,n,x,z15
Salmonella enterica	FDA580275	"CFSAN014955","FDA00001390","FDA580275","SRS1544171"	Chandans	PDT000137168.3	2016-07-07T14:15:55Z	Kenya	beef masala spice mixture	environmental/other	PDS000036033.1	0		SAMN02844775	GCA_004220425.1		antigen_formula=11:d:e,n,x,serotype=Chandans
Salmonella enterica	FDA965017-1	"CFSAN052225","FDA00010381","FDA965017-1","SRS1565274"		PDT000138041.2	2016-07-15T15:17:53Z	Kenya	pilau masala spice mixture	environmental/other				SAMN05340950	GCA_006905845.1		antigen_formula=4:a:1,7,serotype=Arechavaleta
Salmonella enterica	FDA965017-2	"CFSAN052226","FDA00010382","FDA965017-2","SRS1565276"		PDT000138042.2	2016-07-15T15:17:53Z	Kenya	pilau masala spice mixture	environmental/other				SAMN05340951	GCA_006903945.1	fosA7.2=COMPLETE	antigen_formula=6,14:z4,z24:-,serotype=Uzaramo
Salmonella enterica	ICOPHAI16624	"CFSAN056139","ICOPHAI16624","SRS1769032"		PDT000154690.2	2016-10-31T20:17:53Z	Kenya	swine feces	environmental/other	PDS000030884.1	1		SAMN05944940	GCA_006914755.1		antigen_formula=8:e,h:1,5,serotype=Kottbus
Salmonella enterica	ICOPHAI16602	"CFSAN056138","ICOPHAI16602","SRS1769038"		PDT000154694.2	2016-10-31T20:17:54Z	Kenya	swine feces	environmental/other	PDS000027970.432	5	19	SAMN05944941	GCA_006914795.1	gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul3=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	FDA1013269-001-002	"CFSAN065172","FDA00011972","FDA1013269-001-002","SRS2464353"		PDT000236304.3	2018-04-07T14:40:55Z	Kenya	macademia nut	environmental/other				SAMN07279146	GCA_006143215.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	UGA16	"SRS7280288","UGA16"	Enteritidis	PDT000361321.1	2018-08-06T17:38:35Z	Kenya	blood	clinical				SAMN07164055	GCA_003357105.1		antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	UGA18	"SRS7280290","UGA18"	Enteritidis	PDT000361322.1	2018-08-06T17:38:47Z	Kenya	blood	clinical	PDS000074062.23	3		SAMN07164056	GCA_003357125.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,catA2=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=9:g,m:-,serotype=Enteritidis
Salmonella enterica	UGA19	"SRS7280282","UGA19"	Typhimurium	PDT000363630.1	2018-08-14T22:51:06Z	Kenya	blood	clinical	PDS000041999.97	8	17	SAMN07160185	GCA_003386315.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,catA1=COMPLETE,dfrA1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	UGA15	"SRS7280287","UGA15"	Typhimurium	PDT000363631.1	2018-08-14T22:51:16Z	Kenya	blood	clinical	PDS000041999.97	2	24	SAMN07160183	GCA_003386335.1	aadA1=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,catA1=COMPLETE,dfrA1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
