#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica	YA00182906	"ERS6282704","SAL_BB8091AA","YA00182906"	Typhi	PDT001020661.1	2021-05-06T10:39:09Z	South Africa: Western Cape	human	clinical	PDS000002867.944	14	30	SAMEA8598073		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00172738	"ERS6282705","SAL_BB8098AA","YA00172738"	Typhi	PDT001020662.1	2021-05-06T10:39:10Z	South Africa: Western Cape	human	clinical	PDS000077251.3	25		SAMEA8598074			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00188893	"ERS6282706","SAL_BB8106AA","YA00188893"	Typhi	PDT001020663.1	2021-05-06T10:39:11Z	South Africa: Limpopo	human	clinical	PDS000077270.2	0		SAMEA8598075			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00175373	"ERS6282707","SAL_BB8107AA","YA00175373"	Typhi	PDT001020664.1	2021-05-06T10:39:12Z	South Africa: Western Cape	human	clinical	PDS000002867.944	1	22	SAMEA8598076		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00158836	"ERS6282708","SAL_BB8159AA","YA00158836"	Typhi	PDT001020665.1	2021-05-06T10:39:12Z	South Africa: Gauteng	human	clinical	PDS000002867.944	4	28	SAMEA8598077		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00163075	"ERS6282709","SAL_BB8164AA","YA00163075"	Typhi	PDT001020666.1	2021-05-06T10:39:13Z	South Africa: KwaZulu-Natal	human	clinical				SAMEA8598078			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00159549	"ERS6282710","SAL_BB8160AA","YA00159549"	sub species Salamae	PDT001020667.2	2021-12-03T14:35:45Z	South Africa: KwaZulu-Natal	human	clinical	PDS000023230.17	10	14	SAMEA8598079			antigen_formula=42:r:-,serotype=II 42:r:-
Salmonella enterica	YA00160436	"ERS6282711","SAL_BB8161AA","YA00160436"	Typhi	PDT001020668.1	2021-05-06T10:39:14Z	South Africa: KwaZulu-Natal	human	clinical	PDS000002867.944	1	30	SAMEA8598080		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00160322	"ERS6282712","SAL_BB8162AA","YA00160322"	Typhi	PDT001020669.1	2021-05-06T10:39:14Z	South Africa: KwaZulu-Natal	human	clinical	PDS000002867.944	0	25	SAMEA8598081		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00161830	"ERS6282713","SAL_BB8163AA","YA00161830"	Typhi	PDT001020670.1	2021-05-06T10:39:15Z	South Africa: Western Cape	human	clinical	PDS000032642.7	11		SAMEA8598082			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00163081	"ERS6282714","SAL_BB8165AA","YA00163081"	Typhi	PDT001020671.1	2021-05-06T10:39:15Z	South Africa: Western Cape	human	clinical				SAMEA8598083			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00158370	"ERS6282715","SAL_BB8174AA","YA00158370"	Typhi	PDT001020672.1	2021-05-06T10:39:16Z	South Africa: Western Cape	human	clinical	PDS000002867.944	0	29	SAMEA8598084		aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA14=COMPLETE,dfrA7=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00168061	"ERS6282722","SAL_BB8090AA","YA00168061"	Typhi	PDT001020679.1	2021-05-06T10:39:18Z	South Africa: Gauteng	human	clinical	PDS000002867.944	2	23	SAMEA8598091		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00188583	"ERS6282723","SAL_BB8093AA","YA00188583"	Typhi	PDT001020680.1	2021-05-06T10:39:19Z	South Africa: Free State	human	clinical	PDS000002867.944	1	24	SAMEA8598092		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00178855	"ERS6282724","SAL_BB8096AA","YA00178855"	Typhi	PDT001020681.1	2021-05-06T10:39:19Z	South Africa: Western Cape	human	clinical	PDS000002867.944	7	23	SAMEA8598093		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00176820	"ERS6282725","SAL_BB8097AA","YA00176820"	Typhi	PDT001020682.1	2021-05-06T10:39:19Z	South Africa: KwaZulu-Natal	human	clinical	PDS000002867.944	0	25	SAMEA8598094		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	UB00913806	"ERS6282726","SAL_BB8099AA","UB00913806"	Typhi	PDT001020683.1	2021-05-06T10:39:20Z	South Africa: Eastern Cape	human	clinical	PDS000002867.944	1	25	SAMEA8598095		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00179022	"ERS6282727","SAL_BB8100AA","YA00179022"	Typhi	PDT001020684.1	2021-05-06T10:39:20Z	South Africa: Gauteng	human	clinical	PDS000002867.944	1	25	SAMEA8598096		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00172054	"ERS6282728","SAL_BB8103AA","YA00172054"	Typhi	PDT001020685.1	2021-05-06T10:39:21Z	South Africa: Western Cape	human	clinical	PDS000002867.944	0	32	SAMEA8598097		aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA14=COMPLETE,dfrA7=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00173284	"ERS6282729","SAL_BB8094AA","YA00173284"	Typhi	PDT001020686.1	2021-05-06T10:39:21Z	South Africa: Gauteng	human	clinical				SAMEA8598098			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00163806	"ERS6282732","SAL_BB8166AA","YA00163806"	Typhi	PDT001020689.1	2021-05-06T10:39:23Z	South Africa: Gauteng	human	clinical	PDS000002867.944	4	26	SAMEA8598101		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00164453	"ERS6282733","SAL_BB8167AA","YA00164453"	Typhi	PDT001020690.1	2021-05-06T10:39:23Z	South Africa: KwaZulu-Natal	human	clinical	PDS000002867.944	2	27	SAMEA8598102		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00164038	"ERS6282734","SAL_BB8169AA","YA00164038"	Typhi	PDT001020691.1	2021-05-06T10:39:23Z	South Africa: Western Cape	human	clinical	PDS000002867.944	0	26	SAMEA8598103		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00158405	"ERS6282735","SAL_BB8176AA","YA00158405"	Typhi	PDT001020692.1	2021-05-06T10:39:23Z	South Africa: KwaZulu-Natal	human	clinical				SAMEA8598104			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00166086	"ERS6282737","SAL_BB8171AA","YA00166086"	Typhi	PDT001020694.1	2021-05-06T10:39:24Z	South Africa: Western Cape	human	clinical	PDS000002867.944	3	29	SAMEA8598106		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00167457	"ERS6282738","SAL_BB8172AA","YA00167457"	Typhi	PDT001020695.1	2021-05-06T10:39:25Z	South Africa: Western Cape	human	clinical	PDS000002867.944	0	29	SAMEA8598107		aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA14=COMPLETE,dfrA7=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00165489	"ERS6282739","SAL_BB8175AA","YA00165489"	Typhi	PDT001020696.1	2021-05-06T10:39:25Z	South Africa: Gauteng	human	clinical	PDS000002867.944	8	27	SAMEA8598108		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00164549	"ERS6282740","SAL_BB8177AA","YA00164549"	Typhi	PDT001020697.1	2021-05-06T10:39:25Z	South Africa: Western Cape	human	clinical	PDS000002867.944	16	31	SAMEA8598109		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00171269	"ERS6282741","SAL_BB8178AA","YA00171269"	Typhi	PDT001020698.1	2021-05-06T10:39:26Z	South Africa: Gauteng	human	clinical				SAMEA8598110			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00174626	"ERS6282778","SAL_BB8104AA","YA00174626"	Typhi	PDT001020735.1	2021-05-06T10:39:42Z	South Africa: Gauteng	human	clinical	PDS000002867.944	2	23	SAMEA8598147		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00179656	"ERS6282779","SAL_BB8105AA","YA00179656"	Typhi	PDT001020736.1	2021-05-06T10:39:42Z	South Africa: Gauteng	human	clinical	PDS000002867.944	0	8	SAMEA8598148		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,gyrA_S83F=POINT,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00174489	"ERS6282780","SAL_BB8089AA","YA00174489"	Typhi	PDT001020737.1	2021-05-06T10:39:43Z	South Africa: Gauteng	human	clinical	PDS000002867.944	2	28	SAMEA8598149		aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA14=COMPLETE,dfrA7=COMPLETE,qnrS1=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG,tet(A)=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00158117	"ERS6282781","SAL_BB8168AA","YA00158117"	Typhi	PDT001020738.1	2021-05-06T10:39:43Z	South Africa: Gauteng	human	clinical	PDS000002867.944	1	22	SAMEA8598150		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00174646	"ERS6282782","SAL_BB8102AA","YA00174646"	Typhi	PDT001020739.1	2021-05-06T10:39:43Z	South Africa: Gauteng	human	clinical	PDS000085706.1	2		SAMEA8598151			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	YA00180876	"ERS6282783","SAL_BB8095AA","YA00180876"	Typhi	PDT001020740.1	2021-05-06T10:39:44Z	South Africa: Gauteng	human	clinical	PDS000002867.944	10	26	SAMEA8598152		aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaTEM-1=COMPLETE,catA1=COMPLETE,dfrA7=COMPLETE,sul1=COMPLETE,sul2=COMPLETE	antigen_formula=9:d:1,2,serotype=I 9:d:1,2
Salmonella enterica	YA00169563	"ERS6282784","SAL_BB8092AA","YA00169563"	Typhi	PDT001020741.1	2021-05-06T10:39:44Z	South Africa: Gauteng	human	clinical				SAMEA8598153			antigen_formula=9:d:-,serotype=Typhi
Salmonella enterica	GF00454397	"ERS11025284","GF00454397","SAL_KB2761AA"	Typhimurium	PDT001275317.1	2022-03-25T05:37:01Z	South Africa: KwaZulu-Natal	human	clinical	PDS000085725.14	11		SAMEA13423150			antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	YA00277802	"ERS11025289","SAL_KB2767AA","YA00277802"	sub species Salamae	PDT001275318.1	2022-03-25T05:37:01Z	South Africa: Gauteng	human	clinical				SAMEA13423155			antigen_formula=30:b:-,serotype=II 30:b:-
Salmonella enterica	YA00277526	"ERS11025292","SAL_KB2770AA","YA00277526"	enteritidis	PDT001275319.1	2022-03-25T05:37:01Z	South Africa: Western Cape	human	clinical	PDS000065758.734	2	19	SAMEA13423158			antigen_formula=2:g,m:-,serotype=Enteritidis
