#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica	IPD_NCSU54	"CFSAN094691","IPD_NCSU54","SRS4972168"		PDT000522692.1	2019-06-14T00:51:37Z	Senegal	broiler chicken	environmental/other	PDS000129878.121	1	19	SAMN12056356	GCA_006456725.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	IPD_NCSU60	"CFSAN094697","IPD_NCSU60","SRS4972169"		PDT000522693.1	2019-06-14T00:51:37Z	Senegal	broiler chicken	environmental/other	PDS000046529.10	1	9	SAMN12056357	GCA_006456605.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,dfrA1=COMPLETE,qnrB19=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	IPD_NCSU75	"CFSAN094712","IPD_NCSU75","SRS5138351"		PDT000547275.1	2019-07-22T21:15:52Z	Senegal	broiler chicken	environmental/other	PDS000001953.239	14	19	SAMN12339684	GCA_007925625.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,qnrB19=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:e,h:e,n,x,serotype=Chester
Salmonella enterica	IPD_NCSU52	"CFSAN094689","IPD_NCSU52","SRS5138352"		PDT000547276.1	2019-07-23T00:22:05Z	Senegal	broiler chicken	environmental/other				SAMN12339677	GCA_007925435.1	fosA7=COMPLETE,qnrB7=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	IPD_NCSU74	"CFSAN094711","IPD_NCSU74","SRS5138353"		PDT000547277.1	2019-07-23T00:22:05Z	Senegal	broiler chicken	environmental/other	PDS000046529.10	0	22	SAMN12339683	GCA_007925225.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	IPD_NCSU53	"CFSAN094690","IPD_NCSU53","SRS5138354"		PDT000547278.1	2019-07-23T00:22:05Z	Senegal	broiler chicken	environmental/other	PDS000027970.437	12	5	SAMN12339674	GCA_007925845.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(6)-Id=COMPLETE,blaCMY-2=COMPLETE,blaTEM-1=COMPLETE,dfrA14=COMPLETE,gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,qnrB19=COMPLETE,sul1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	IPD_NCSU69	"CFSAN094706","IPD_NCSU69","SRS5138356"		PDT000547280.1	2019-07-23T00:22:05Z	Senegal	broiler chicken	environmental/other	PDS000046529.10	0	9	SAMN12339676	GCA_007925425.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,dfrA1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	IPD_NCSU66	"CFSAN094703","IPD_NCSU66","SRS5138358"		PDT000547283.1	2019-07-23T01:52:53Z	Senegal	broiler chicken	environmental/other				SAMN12339682	GCA_007925945.1		antigen_formula=3,10:e,h:1,2,serotype=Vejle
Salmonella enterica	IPD_NCSU64	"CFSAN094701","IPD_NCSU64","SRS5138359"		PDT000547284.1	2019-07-23T01:52:53Z	Senegal	broiler chicken	environmental/other	PDS000003834.18	1	21	SAMN12339679	GCA_007925405.1		antigen_formula=1,3,19:g,s,t:-,serotype=Senftenberg
Salmonella enterica	IPD_NCSU80	"CFSAN094717","IPD_NCSU80","SRS5138450"		PDT000547286.1	2019-07-23T01:52:53Z	Senegal	broiler chicken	environmental/other	PDS000027970.437	14	7	SAMN12339710	GCA_007925885.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,blaTEM-1=COMPLETE,gyrA_D87N=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	IPD_NCSU79	"CFSAN094716","IPD_NCSU79","SRS5138452"		PDT000547288.1	2019-07-23T01:52:54Z	Senegal	broiler chicken	environmental/other	PDS000001953.239	11	8	SAMN12339709	GCA_007926705.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,qnrB19=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:e,h:e,n,x,serotype=Chester
Salmonella enterica	IPD_NCSU46	"CFSAN094683","IPD_NCSU46","SRS5305081"		PDT000573565.2	2019-12-11T23:30:32Z	Senegal	broiler chicken	environmental/other	PDS000046529.10	0	8	SAMN12637375	GCA_008183845.2	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,dfrA1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	IPD_NCSU58	"CFSAN094695","IPD_NCSU58","SRS5305084"		PDT000573568.2	2019-12-11T23:30:32Z	Senegal	broiler chicken	environmental/other	PDS000046529.10	9	11	SAMN12637393	GCA_008185705.2	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	IPD_NCSU72	"CFSAN094709","IPD_NCSU72","SRS5305124"		PDT000573608.2	2019-12-11T23:30:32Z	Senegal	broiler chicken	environmental/other	PDS000046529.10	0	22	SAMN12637420	GCA_008184545.2	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	IPD_NCSU57	"CFSAN094694","IPD_NCSU57","SRS5305135"		PDT000573613.2	2019-12-11T23:30:33Z	Senegal	broiler chicken	environmental/other	PDS000129878.121	0	18	SAMN12637427	GCA_008241185.2	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	IPD_NCSU62	"CFSAN094699","IPD_NCSU62","SRS5305139"		PDT000573617.1	2019-08-26T20:43:40Z	Senegal	broiler chicken	environmental/other	PDS000129878.121	0	18	SAMN12637422	GCA_008185785.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	IPD_NCSU67	"CFSAN094704","IPD_NCSU67","SRS5305145"		PDT000573619.1	2019-08-26T20:43:41Z	Senegal	broiler chicken	environmental/other	PDS000003834.18	0	20	SAMN12637430	GCA_008185805.1		antigen_formula=1,3,19:g,s,t:-,serotype=Senftenberg
Salmonella enterica	IPD_NCSU78	"CFSAN094715","IPD_NCSU78","SRS5305306"		PDT000573704.2	2019-12-11T23:30:34Z	Senegal	broiler chicken	environmental/other	PDS000046530.8	0	28	SAMN12637873	GCA_008187005.2		antigen_formula=4:d:1,7,serotype=Schwarzengrund
Salmonella enterica	IPD_NCSU59	"CFSAN094696","IPD_NCSU59","SRS5804165"		PDT000643437.1	2019-12-11T23:29:36Z	Senegal	broiler chicken	environmental/other	PDS000129878.121	13	13	SAMN13540711	GCA_010481155.1	aph(3'')-Ib=COMPLETE,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA1=COMPLETE,qnrB19=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	IPD_NCSU47	"CFSAN094684","IPD_NCSU47","SRS5804167"		PDT000643439.1	2019-12-11T23:29:36Z	Senegal	broiler chicken	environmental/other	PDS000046529.10	0	8	SAMN13540717	GCA_010851825.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,dfrA1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	IPD_NCSU45	"CFSAN094682","IPD_NCSU45","SRS5804169"		PDT000643440.1	2019-12-11T23:29:37Z	Senegal	broiler chicken	environmental/other	PDS000046529.10	1	9	SAMN13540709	GCA_010513835.1	aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,dfrA1=COMPLETE,sul2=COMPLETE,tet(B)=COMPLETE	antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	IPD_NCSU77	"CFSAN094714","IPD_NCSU77","SRS5804170"		PDT000643441.1	2019-12-11T23:29:37Z	Senegal	broiler chicken	environmental/other	PDS000046530.8	0	28	SAMN13540710	GCA_010867785.1		antigen_formula=1,3,19:d:1,7,serotype=Wanatah
Salmonella enterica	IPD_NCSU65	"CFSAN094702","IPD_NCSU65","SRS5804172"		PDT000643443.1	2019-12-11T23:29:37Z	Senegal	broiler chicken	environmental/other	PDS000003834.18	2	22	SAMN13540732	GCA_010010615.1		antigen_formula=1,3,19:g,s,t:-,serotype=Senftenberg
Salmonella enterica	IPD_NCSU63	"CFSAN094700","IPD_NCSU63","SRS5804174"		PDT000643445.1	2019-12-11T23:29:38Z	Senegal	broiler chicken	environmental/other	PDS000129878.121	0	18	SAMN13540722	GCA_010868445.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:z10:e,n,x,serotype=Hadar
