#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica	CFSAN064164	"CFSAN064164,""KP-223"",""SRS3130863"""	Elisabethville	PDT000303545.2	2018-04-05T18:40:07Z	Nigeria	pig stool	environmental/other				SAMN07135278	GCA_010561685.1		antigen_formula=3,10:r:1,7,serotype=Elisabethville
Salmonella enterica	CFSAN064145	"CFSAN064145,""KP-209"",""SRS3130959"""	Colindale	PDT000303574.2	2018-04-05T18:40:14Z	Nigeria	pig stool	environmental/other	PDS000029283.3	0.0		SAMN07135226	GCA_010595125.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	CFSAN064209	"CFSAN064209,""KP-24"",""SRS3130960"""	Kibi	PDT000303575.2	2018-04-05T18:40:14Z	Nigeria	pig stool	environmental/other				SAMN07135295	GCA_010453515.1		antigen_formula=16:z4,z23:-,serotype=Kibi
Salmonella enterica	CFSAN064132	"CFSAN064132,""KP-11"",""SRS3130967"""	Ajiobo	PDT000303576.2	2018-04-05T19:39:22Z	Nigeria	pig stool	environmental/other	PDS000029279.1	0.0		SAMN07135239	GCA_011153195.1	fosA7.2=COMPLETE	antigen_formula=13:z4,z23:-,serotype=Ajiobo
Salmonella enterica	CFSAN064205	"CFSAN064205,""KP-325"",""SRS3130968"""	Ituri	PDT000303577.2	2018-04-05T19:39:22Z	Nigeria	pig stool	environmental/other	PDS000029268.1	1.0		SAMN07135299	GCA_010595965.1		antigen_formula=4:z10:1,5,serotype=Ituri
Salmonella enterica	CFSAN064206	"CFSAN064206,""KP-332"",""SRS3130969"""	Ituri	PDT000303578.2	2018-04-05T19:39:22Z	Nigeria	pig stool	environmental/other	PDS000027970.437	0.0	14.0	SAMN07135298	GCA_010787415.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN064133	"CFSAN064133,""KP-15"",""SRS3130970"""	Ajiobo	PDT000303579.2	2018-04-05T19:39:23Z	Nigeria	pig stool	environmental/other	PDS000029279.1	0.0		SAMN07135238	GCA_010005505.1	fosA7.2=COMPLETE	antigen_formula=13:z4,z23:-,serotype=Ajiobo
Salmonella enterica	CFSAN064129	"CFSAN064129,""KP-160"",""SRS3131081"""	Agoueve	PDT000303580.2	2018-04-05T19:39:23Z	Nigeria	pig stool	environmental/other	PDS000029278.1	1.0		SAMN07135242	GCA_010496475.1		antigen_formula=13:z29:-,serotype=Agoueve
Salmonella enterica	CFSAN064128	"CFSAN064128,""KP-136"",""SRS3131180"""	Agoueve	PDT000303581.2	2018-04-05T19:39:23Z	Nigeria	pig stool	environmental/other	PDS000029278.1	12.0		SAMN07135243	GCA_010787445.1		antigen_formula=13:z29:-,serotype=Agoueve
Salmonella enterica	CFSAN064127	"CFSAN064127,""KP-382"",""SRS3131182"""	Agama	PDT000303582.2	2018-04-05T19:39:23Z	Nigeria	pig stool	environmental/other	PDS000029287.1	1.0		SAMN07135244	GCA_010925255.1		antigen_formula=16:k:1,5,serotype=I 16:k:1,5
Salmonella enterica	CFSAN064125	"CFSAN064125,""KP-95"",""SRS3131210"""	Agama	PDT000303584.2	2018-04-05T20:39:27Z	Nigeria	pig stool	environmental/other	PDS000001803.13	26.0	30.0	SAMN07135201	GCA_011146735.1		antigen_formula=4:i:1,6,serotype=Agama
Salmonella enterica	CFSAN064124	"CFSAN064124,""KP-379"",""SRS3131211"""		PDT000303585.2	2018-04-05T20:39:27Z	Nigeria	pig stool	environmental/other	PDS000029287.1	1.0		SAMN07135202	GCA_005438295.1		antigen_formula=16:k:1,5,serotype=I 16:k:1,5
Salmonella enterica	CFSAN064195	"CFSAN064195,""KP-119"",""SRS3131212"""	Hillingdon	PDT000303586.2	2018-04-05T20:39:27Z	Nigeria	pig stool	environmental/other	PDS000029277.1	5.0		SAMN07135247	GCA_010496035.1	fosA7=MISTRANSLATION	antigen_formula=9,46:g,m:-,serotype=Hillingdon
Salmonella enterica	CFSAN064196	"CFSAN064196,""KP-121"",""SRS3131249"""	Hillingdon	PDT000303587.2	2018-04-05T20:39:28Z	Nigeria	pig stool	environmental/other				SAMN07135246	GCA_011399365.1	fosA7=MISTRANSLATION	antigen_formula=9,46:g,m:-,serotype=Hillingdon
Salmonella enterica	CFSAN064197	"CFSAN064197,""KP-163"",""SRS3131290"""	Hillingdon	PDT000303593.2	2018-04-05T20:39:29Z	Nigeria	pig stool	environmental/other	PDS000019589.2	13.0		SAMN07135307	GCA_010455525.1	fosA7=MISTRANSLATION	antigen_formula=9,46:z29:-,serotype=Ouakam
Salmonella enterica	CFSAN064198	"CFSAN064198,""KP-220"",""SRS3131311"""	Hillingdon	PDT000303601.2	2018-04-05T20:39:30Z	Nigeria	pig stool	environmental/other	PDS000019589.2	0.0		SAMN07135306	GCA_010429545.1	fosA7=MISTRANSLATION	antigen_formula=9,46:g,m:-,serotype=Hillingdon
Salmonella enterica	CFSAN064199	"CFSAN064199,""KP-224"",""SRS3131346"""	Hillingdon	PDT000303602.2	2018-04-05T20:39:30Z	Nigeria	pig stool	environmental/other	PDS000019589.2	0.0		SAMN07135305	GCA_007200875.1	fosA7=MISTRANSLATION	antigen_formula=9,46:g,m:-,serotype=Hillingdon
Salmonella enterica	CFSAN064200	"CFSAN064200,""KP-229"",""SRS3131355"""	Hillingdon	PDT000303603.2	2018-04-05T20:39:30Z	Nigeria	pig stool	environmental/other	PDS000127721.1		34.0	SAMN07135304	GCA_010617385.1		antigen_formula=7:r:1,5,serotype=Infantis
Salmonella enterica	CFSAN064211	"CFSAN064211,""KP-54"",""SRS3131357"""	Kingston	PDT000303624.2	2018-04-05T21:39:53Z	Nigeria	pig stool	environmental/other	PDS000029269.1	4.0		SAMN07135293	GCA_007200735.1		antigen_formula=4:g,s,t:-,serotype=- 4:g,s,t:-
Salmonella enterica	CFSAN064214	"CFSAN064214,""KP-176"",""SRS3131360"""	Kingston	PDT000303627.2	2018-04-05T21:39:54Z	Nigeria	pig stool	environmental/other	PDS000019582.5	4.0	29.0	SAMN07135290	GCA_011156915.1		antigen_formula=4:g,s,t:-,serotype=Kingston
Salmonella enterica	CFSAN064210	"CFSAN064210,""KP-70"",""SRS3131362"""	Kibi	PDT000303628.2	2018-04-05T21:39:54Z	Nigeria	pig stool	environmental/other				SAMN07135294	GCA_011162095.1		antigen_formula=16:z4,z23:-,serotype=Kibi
Salmonella enterica	CFSAN064130	"CFSAN064130,""KP-162"",""SRS3131445"""	Agoueve	PDT000303652.2	2018-04-05T21:39:58Z	Nigeria	pig stool	environmental/other	PDS000029278.1	1.0		SAMN07135241	GCA_007201245.1		antigen_formula=13:z29:-,serotype=Agoueve
Salmonella enterica	CFSAN064131	"CFSAN064131,""KP-3"",""SRS3131462"""	Ajiobo	PDT000303653.2	2018-04-05T23:51:46Z	Nigeria	pig stool	environmental/other	PDS000029279.1	0.0		SAMN07135240	GCA_007202495.1	fosA7.2=COMPLETE	antigen_formula=13:z4,z23:-,serotype=Ajiobo
Salmonella enterica	CFSAN064212	"CFSAN064212,""KP-56"",""SRS3131463"""	Kingston	PDT000303654.2	2018-04-05T23:51:46Z	Nigeria	pig stool	environmental/other	PDS000029269.1	4.0		SAMN07135292	GCA_010600105.1		antigen_formula=4:g,s,t:-,serotype=- 4:g,s,t:-
Salmonella enterica	CFSAN064213	"CFSAN064213,""KP-173"",""SRS3131464"""	Kingston	PDT000303655.2	2018-04-05T23:51:46Z	Nigeria	pig stool	environmental/other	PDS000019582.5	1.0	30.0	SAMN07135291	GCA_010469005.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:g,s,t:-,serotype=Kingston
Salmonella enterica	CFSAN064203	"CFSAN064203,""KP-88"",""SRS3131465"""	Ituri	PDT000303656.2	2018-04-05T23:51:46Z	Nigeria	pig stool	environmental/other	PDS000029267.1	2.0		SAMN07135301	GCA_010619655.1		antigen_formula=4:z10:1,5,serotype=Ituri
Salmonella enterica	CFSAN064204	"CFSAN064204,""KP-92"",""SRS3131467"""	Ituri	PDT000303657.2	2018-04-05T23:51:47Z	Nigeria	pig stool	environmental/other	PDS000029268.1	1.0		SAMN07135300	GCA_007202435.1		antigen_formula=4:z10:1,5,serotype=Ituri
Salmonella enterica	CFSAN064201	"CFSAN064201,""KP-291"",""SRS3131466"""	Infantis	PDT000303658.2	2018-04-05T23:51:47Z	Nigeria	pig stool	environmental/other				SAMN07135303	GCA_011590065.1		antigen_formula=4:z10:1,5,serotype=Ituri
Salmonella enterica	CFSAN064208	"CFSAN064208,""KP-69"",""SRS3131475"""	Kentucky	PDT000303659.2	2018-04-05T23:51:47Z	Nigeria	pig stool	environmental/other	PDS000027970.437	2.0	16.0	SAMN07135296	GCA_010988335.1	aac(3)-Id=COMPLETE,aadA7=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,gyrA_D87G=POINT,gyrA_S83F=POINT,parC_S80I=POINT,sul1=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN064202	"CFSAN064202,""KP-20"",""SRS3131497"""	Ituri	PDT000303660.2	2018-04-05T23:51:47Z	Nigeria	pig stool	environmental/other	PDS000029267.1	2.0		SAMN07135302	GCA_007201175.1		antigen_formula=4:z10:1,5,serotype=Ituri
Salmonella enterica	CFSAN064175	"CFSAN064175,""KP-7"",""SRS3131514"""	Fischerhuette	PDT000303661.2	2018-04-05T23:51:48Z	Nigeria	pig stool	environmental/other				SAMN07135267	GCA_010411815.1		antigen_formula=16:a:e,n,z15,serotype=Fischerhuette
Salmonella enterica	CFSAN064176	"CFSAN064176,""KP-127"",""SRS3131533"""	Fresno	PDT000303662.2	2018-04-06T01:44:40Z	Nigeria	pig stool	environmental/other				SAMN07135266	GCA_010378965.1		antigen_formula=9,46:z38:-,serotype=Fresno
Salmonella enterica	CFSAN064174	"CFSAN064174,""KP-303"",""SRS3131560"""	Essen	PDT000303663.2	2018-04-06T01:44:40Z	Nigeria	pig stool	environmental/other				SAMN07135268	GCA_010596065.1		antigen_formula=4:g,m:-,serotype=Essen
Salmonella enterica	CFSAN064188	"CFSAN064188,""KP-191"",""SRS3131562"""	Give	PDT000303664.2	2018-04-06T01:44:40Z	Nigeria	pig stool	environmental/other	PDS000019559.2	5.0		SAMN07135254	GCA_007248955.1	aph(3')-Ia=COMPLETE,catA2=COMPLETE,gyrA_D87Y=POINT,tet(A)=COMPLETE	antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064181	"CFSAN064181,""KP-62"",""SRS3131563"""	Give	PDT000303665.2	2018-04-06T01:44:41Z	Nigeria	pig stool	environmental/other	PDS000029275.1	1.0		SAMN07135261	GCA_010954735.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064180	"CFSAN064180,""KP-60"",""SRS3131564"""	Give	PDT000303666.2	2018-04-06T01:44:41Z	Nigeria	pig stool	environmental/other	PDS000029275.1	1.0		SAMN07135262	GCA_007202875.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064184	"CFSAN064184,""KP-146"",""SRS3131565"""	Give	PDT000303667.2	2018-04-06T01:44:41Z	Nigeria	pig stool	environmental/other	PDS000019559.2	7.0		SAMN07135258	GCA_010888875.1	aph(3')-Ia=COMPLETE,catA2=COMPLETE,gyrA_D87Y=POINT,tet(A)=COMPLETE	antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064173	"CFSAN064173,""KP-4"",""SRS3131582"""	Essen	PDT000303668.2	2018-04-06T01:44:41Z	Nigeria	pig stool	environmental/other				SAMN07135269	GCA_010497875.1	fosA7=MISTRANSLATION	antigen_formula=4:g,m:-,serotype=Essen
Salmonella enterica	CFSAN064186	"CFSAN064186,""KP-180"",""SRS3131583"""	Give	PDT000303669.2	2018-04-06T01:44:41Z	Nigeria	pig stool	environmental/other	PDS000019559.2	3.0		SAMN07135256	GCA_011145675.1	gyrA_D87Y=POINT	antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064189	"CFSAN064189,""KP-266"",""SRS3131587"""	Give	PDT000303670.2	2018-04-06T01:44:41Z	Nigeria	pig stool	environmental/other	PDS000019559.2	5.0		SAMN07135253	GCA_011163875.1	aph(3')-Ia=COMPLETE,catA2=COMPLETE,gyrA_D87Y=POINT,tet(A)=COMPLETE	antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064187	"CFSAN064187,""KP-184"",""SRS3131589"""	Give	PDT000303671.2	2018-04-06T01:44:42Z	Nigeria	pig stool	environmental/other	PDS000019559.2	3.0		SAMN07135255	GCA_010939055.1	gyrA_D87Y=POINT	antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064191	"CFSAN064191,""KP-309"",""SRS3131599"""	Give	PDT000303672.2	2018-04-06T01:44:42Z	Nigeria	pig stool	environmental/other				SAMN07135251	GCA_010898035.1	gyrA_D87Y=POINT	antigen_formula=4:g,m,s:-,serotype=Hato
Salmonella enterica	CFSAN064192	"CFSAN064192,""KP-74"",""SRS3131612"""	Hato	PDT000303673.2	2018-04-06T01:44:42Z	Nigeria	pig stool	environmental/other	PDS000029276.1	28.0		SAMN07135250	GCA_004227765.1		antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN064193	"CFSAN064193,""KP-27"",""SRS3131613"""	Havana	PDT000303674.2	2018-04-06T01:44:42Z	Nigeria	pig stool	environmental/other	PDS000029276.1	28.0		SAMN07135249	GCA_010787555.1		antigen_formula=13:f,g:-,serotype=Havana
Salmonella enterica	CFSAN064194	"CFSAN064194,""KP-77"",""SRS3131615"""	Havana	PDT000303675.2	2018-04-06T01:44:42Z	Nigeria	pig stool	environmental/other	PDS000029277.1	5.0		SAMN07135248	GCA_003872015.1	fosA7=MISTRANSLATION	antigen_formula=9,46:g,m:-,serotype=Hillingdon
Salmonella enterica	CFSAN064178	"CFSAN064178,""KP-22"",""SRS3131640"""	Give	PDT000303676.3	2018-04-06T01:44:43Z	Nigeria	pig stool	environmental/other	PDS000047500.1	0.0		SAMN07135264	GCA_007766865.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064177	"CFSAN064177,""KP-83"",""SRS3131642"""	Gateshead	PDT000303677.2	2018-04-06T01:44:43Z	Nigeria	pig stool	environmental/other				SAMN07135265	GCA_010431415.1	fosA7.6=COMPLETE	antigen_formula=9,46:g,s,t:-,serotype=Gateshead
Salmonella enterica	CFSAN064170	"CFSAN064170,""KP-34"",""SRS3131766"""		PDT000303678.2	2018-04-06T01:44:43Z	Nigeria	pig stool	environmental/other	PDS000029274.1	1.0		SAMN07135272	GCA_005412095.1		antigen_formula=4:a:-,serotype=Fulica
Salmonella enterica	CFSAN064169	"CFSAN064169,""KP-130"",""SRS3131768"""		PDT000303679.2	2018-04-06T01:44:43Z	Nigeria	pig stool	environmental/other	PDS000029280.1	8.0		SAMN07135273	GCA_006143085.1		antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	CFSAN064172	"CFSAN064172,""KP-208"",""SRS3131784"""		PDT000303680.2	2018-04-06T01:44:44Z	Nigeria	pig stool	environmental/other				SAMN07135270	GCA_006073135.1	fosA7=MISTRANSLATION	antigen_formula=4:y:-,serotype=I 4:y:-
Salmonella enterica	CFSAN064171	"CFSAN064171,""KP-47"",""SRS3131800"""		PDT000303681.2	2018-04-06T01:44:44Z	Nigeria	pig stool	environmental/other	PDS000029274.1	1.0		SAMN07135271	GCA_006073115.1		antigen_formula=4:a:-,serotype=Fulica
Salmonella enterica	CFSAN064190	"CFSAN064190,""KP-270"",""SRS3131814"""	Give	PDT000303682.2	2018-04-06T01:44:44Z	Nigeria	pig stool	environmental/other				SAMN07135252	GCA_010924975.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064143	"CFSAN064143,""KP-131"",""SRS3131820"""	Coleypark	PDT000303683.2	2018-04-06T03:45:50Z	Nigeria	pig stool	environmental/other				SAMN07135228	GCA_010576245.1		antigen_formula=7:a:l,w,serotype=Coleypark
Salmonella enterica	CFSAN064157	"CFSAN064157,""KP-82"",""SRS3131843"""	Durham	PDT000303684.2	2018-04-06T03:45:51Z	Nigeria	pig stool	environmental/other				SAMN07135214	GCA_011583405.1		antigen_formula=13:b:e,n,x,serotype=Ullevi
Salmonella enterica	CFSAN064142	"CFSAN064142,""KP-113"",""SRS3131861"""	Brancaster	PDT000303685.2	2018-04-06T03:45:51Z	Nigeria	pig stool	environmental/other	PDS000029282.1	0.0		SAMN07135229	GCA_007202975.1		antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	CFSAN064141	"CFSAN064141,""KP-114"",""SRS3131866"""	Brancaster	PDT000303686.2	2018-04-06T03:45:51Z	Nigeria	pig stool	environmental/other	PDS000029282.1	1.0		SAMN07135230	GCA_010787515.1		antigen_formula=4:z29:-,serotype=Brancaster
Salmonella enterica	CFSAN064148	"CFSAN064148,""KP-29"",""SRS3131870"""	Colindale	PDT000303687.2	2018-04-06T03:45:51Z	Nigeria	pig stool	environmental/other	PDS000042101.6	2.0	8.0	SAMN07135223	GCA_010787495.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	CFSAN064149	"CFSAN064149,""KP-286"",""SRS3131873"""	Colindale	PDT000303688.2	2018-04-06T03:45:51Z	Nigeria	pig stool	environmental/other	PDS000042101.6	16.0	0.0	SAMN07135222	GCA_011420195.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	CFSAN064152	"CFSAN064152,""KP-174"",""SRS3131874"""	Derby	PDT000303689.2	2018-04-06T03:45:51Z	Nigeria	pig stool	environmental/other	PDS000012018.4	6.0	28.0	SAMN07135219	GCA_010957195.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=PARTIAL,fosA7=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:f,g:-,serotype=Derby
Salmonella enterica	CFSAN064146	"CFSAN064146,""KP-212"",""SRS3131903"""	Colindale	PDT000303690.2	2018-04-06T03:45:52Z	Nigeria	pig stool	environmental/other	PDS000029283.3	1.0		SAMN07135225	GCA_010447675.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	CFSAN064151	"CFSAN064151,""KP-73"",""SRS3131910"""	Corvallis	PDT000303691.2	2018-04-06T03:45:52Z	Nigeria	pig stool	environmental/other	PDS000019592.8	1.0	2.0	SAMN07135220	GCA_010900835.1	qnrB19=COMPLETE	antigen_formula=8:z4,z23:-,serotype=Corvallis
Salmonella enterica	CFSAN064147	"CFSAN064147,""KP-217"",""SRS3131911"""	Colindale	PDT000303692.2	2018-04-06T03:45:52Z	Nigeria	pig stool	environmental/other	PDS000029283.3	0.0		SAMN07135224	GCA_007202915.1		antigen_formula=7:r:1,7,serotype=Colindale
Salmonella enterica	CFSAN064150	"CFSAN064150,""KP-51"",""SRS3131912"""	Corvallis	PDT000303693.2	2018-04-06T03:45:52Z	Nigeria	pig stool	environmental/other	PDS000019592.8	1.0	3.0	SAMN07135221	GCA_011578455.1	qnrB19=COMPLETE	antigen_formula=8:z4,z23:-,serotype=Corvallis
Salmonella enterica	CFSAN064179	"CFSAN064179,""KP-31"",""SRS3131971"""	Give	PDT000303694.2	2018-04-06T03:45:52Z	Nigeria	pig stool	environmental/other	PDS000047500.1	0.0		SAMN07135263	GCA_011153355.1		antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064183	"CFSAN064183,""KP-142"",""SRS3131972"""	Give	PDT000303695.2	2018-04-06T03:45:53Z	Nigeria	pig stool	environmental/other	PDS000019559.2	5.0		SAMN07135259	GCA_010900815.1	gyrA_D87Y=POINT	antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064185	"CFSAN064185,""KP-153"",""SRS3131973"""	Give	PDT000303696.2	2018-04-06T03:45:53Z	Nigeria	pig stool	environmental/other	PDS000019559.2	4.0		SAMN07135257	GCA_011153335.1	gyrA_D87Y=POINT	antigen_formula=3,10:l,v:1,7,serotype=Give
Salmonella enterica	CFSAN064248	"CFSAN064248,""KP-53"",""SRS3131974"""	Westhampton	PDT000303697.2	2018-04-06T05:48:15Z	Nigeria	pig stool	environmental/other	PDS000029288.1	1.0		SAMN07135181	GCA_010787335.1		antigen_formula=1,3,19:g,s,t:-,serotype=Senftenberg
Salmonella enterica	CFSAN064155	"CFSAN064155,""KP-37"",""SRS3131975"""	Durham	PDT000303698.2	2018-04-06T05:48:16Z	Nigeria	pig stool	environmental/other	PDS000029284.1	3.0	33.0	SAMN07135216	GCA_011589885.1		antigen_formula=13:b:e,n,x,serotype=Ullevi
